,id,label,description,location,nbPeriods,firstPeriods-startDate,firstPeriods-endDate,author,creationDate,lastModificationDate,visibility,status,frequencyType,dayOfWeek,dayOfMonth,frequencyValue,groupPartSize,groupOrgSize,eventType
309,600bd5909eb06b70861db760,tatouage,,,1,2021-04-20 08:46,2021-04-20 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
310,600bd5909eb06b70861db761,tatouage,,,1,2021-04-21 08:46,2021-04-21 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
311,600bd5909eb06b70861db762,tatouage,,,1,2021-04-22 08:46,2021-04-22 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
312,600bd5909eb06b70861db763,tatouage,,,1,2021-04-23 08:46,2021-04-23 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
313,600bd5909eb06b70861db764,tatouage,,,1,2021-04-26 08:46,2021-04-26 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
314,600bd5909eb06b70861db765,tatouage,,,1,2021-04-27 08:46,2021-04-27 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
315,600bd5909eb06b70861db766,tatouage,,,1,2021-04-28 08:46,2021-04-28 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
316,600bd5909eb06b70861db767,tatouage,,,1,2021-04-29 08:46,2021-04-29 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
317,600bd5909eb06b70861db768,tatouage,,,1,2021-04-30 08:46,2021-04-30 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
318,600bd5909eb06b70861db769,tatouage,,,1,2021-05-03 08:46,2021-05-03 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
319,600bd5909eb06b70861db76a,tatouage,,,1,2021-05-04 08:46,2021-05-04 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
320,600bd5909eb06b70861db76b,tatouage,,,1,2021-05-05 08:46,2021-05-05 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
321,600bd5909eb06b70861db76c,tatouage,,,1,2021-05-06 08:46,2021-05-06 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
322,600bd5909eb06b70861db76d,tatouage,,,1,2021-05-07 08:46,2021-05-07 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
323,600bd5909eb06b70861db76e,tatouage,,,1,2021-05-10 08:46,2021-05-10 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
324,600bd5909eb06b70861db76f,tatouage,,,1,2021-05-11 08:46,2021-05-11 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
325,600bd5909eb06b70861db770,tatouage,,,1,2021-05-12 08:46,2021-05-12 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
326,600bd5909eb06b70861db771,tatouage,,,1,2021-05-13 08:46,2021-05-13 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
327,600bd5909eb06b70861db772,tatouage,,,1,2021-05-14 08:46,2021-05-14 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
328,600bd5909eb06b70861db773,tatouage,,,1,2021-05-17 08:46,2021-05-17 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
329,600bd5909eb06b70861db774,tatouage,,,1,2021-05-18 08:46,2021-05-18 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
330,600bd5909eb06b70861db775,tatouage,,,1,2021-05-19 08:46,2021-05-19 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
331,600bd5909eb06b70861db776,tatouage,,,1,2021-05-20 08:46,2021-05-20 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
332,600bd5909eb06b70861db777,tatouage,,,1,2021-05-21 08:46,2021-05-21 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
333,600bd5909eb06b70861db778,tatouage,,,1,2021-05-24 08:46,2021-05-24 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
334,600bd5909eb06b70861db779,tatouage,,,1,2021-05-25 08:46,2021-05-25 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
335,600bd5909eb06b70861db77a,tatouage,,,1,2021-05-26 08:46,2021-05-26 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
336,600bd5909eb06b70861db77b,tatouage,,,1,2021-05-27 08:46,2021-05-27 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
337,600bd5909eb06b70861db77c,tatouage,,,1,2021-05-28 08:46,2021-05-28 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
338,600bd5909eb06b70861db77d,tatouage,,,1,2021-05-31 08:46,2021-05-31 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
339,600bd5909eb06b70861db77e,tatouage,,,1,2021-06-01 08:46,2021-06-01 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
340,600bd5909eb06b70861db77f,tatouage,,,1,2021-06-02 08:46,2021-06-02 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
341,600bd5909eb06b70861db780,tatouage,,,1,2021-06-03 08:46,2021-06-03 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
342,600bd5909eb06b70861db781,tatouage,,,1,2021-06-04 08:46,2021-06-04 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
343,600bd5909eb06b70861db782,tatouage,,,1,2021-06-07 08:46,2021-06-07 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
344,600bd5909eb06b70861db783,tatouage,,,1,2021-06-08 08:46,2021-06-08 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
345,600bd5909eb06b70861db784,tatouage,,,1,2021-06-09 08:46,2021-06-09 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
346,600bd5909eb06b70861db785,tatouage,,,1,2021-06-10 08:46,2021-06-10 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
347,600bd5909eb06b70861db786,tatouage,,,1,2021-06-11 08:46,2021-06-11 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
348,600bd5909eb06b70861db787,tatouage,,,1,2021-06-14 08:46,2021-06-14 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
349,600bd5909eb06b70861db788,tatouage,,,1,2021-06-15 08:46,2021-06-15 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
350,600bd5909eb06b70861db789,tatouage,,,1,2021-06-16 08:46,2021-06-16 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
351,600bd5909eb06b70861db78a,tatouage,,,1,2021-06-17 08:46,2021-06-17 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
352,600bd5909eb06b70861db78b,tatouage,,,1,2021-06-18 08:46,2021-06-18 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
353,600bd5909eb06b70861db78c,tatouage,,,1,2021-06-21 08:46,2021-06-21 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
354,600bd5909eb06b70861db78d,tatouage,,,1,2021-06-22 08:46,2021-06-22 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
355,600bd5909eb06b70861db78e,tatouage,,,1,2021-06-23 08:46,2021-06-23 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
356,600bd5909eb06b70861db78f,tatouage,,,1,2021-06-24 08:46,2021-06-24 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
357,600bd5909eb06b70861db790,tatouage,,,1,2021-06-25 08:46,2021-06-25 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
358,600bd5909eb06b70861db791,tatouage,,,1,2021-06-28 08:46,2021-06-28 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
359,600bd5909eb06b70861db792,tatouage,,,1,2021-06-29 08:46,2021-06-29 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
360,600bd5909eb06b70861db793,tatouage,,,1,2021-06-30 08:46,2021-06-30 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
361,600bd5909eb06b70861db794,tatouage,,,1,2021-07-01 08:46,2021-07-01 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
362,600bd5909eb06b70861db795,tatouage,,,1,2021-07-02 08:46,2021-07-02 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
363,600bd5909eb06b70861db796,tatouage,,,1,2021-07-05 08:46,2021-07-05 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
364,600bd5909eb06b70861db797,tatouage,,,1,2021-07-06 08:46,2021-07-06 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
365,600bd5909eb06b70861db798,tatouage,,,1,2021-07-07 08:46,2021-07-07 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
366,600bd5909eb06b70861db799,tatouage,,,1,2021-07-08 08:46,2021-07-08 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
367,600bd5909eb06b70861db79a,tatouage,,,1,2021-07-09 08:46,2021-07-09 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
368,600bd5909eb06b70861db79b,tatouage,,,1,2021-07-12 08:46,2021-07-12 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
369,600bd5909eb06b70861db79c,tatouage,,,1,2021-07-13 08:46,2021-07-13 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
370,600bd5909eb06b70861db79d,tatouage,,,1,2021-07-14 08:46,2021-07-14 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
371,600bd5909eb06b70861db79e,tatouage,,,1,2021-07-15 08:46,2021-07-15 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
372,600bd5909eb06b70861db79f,tatouage,,,1,2021-07-16 08:46,2021-07-16 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
373,600bd5909eb06b70861db7a0,tatouage,,,1,2021-07-19 08:46,2021-07-19 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
374,600bd5909eb06b70861db7a1,tatouage,,,1,2021-07-20 08:46,2021-07-20 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
375,600bd5909eb06b70861db7a2,tatouage,,,1,2021-07-21 08:46,2021-07-21 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
376,600bd5909eb06b70861db7a3,tatouage,,,1,2021-07-22 08:46,2021-07-22 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
377,600bd5909eb06b70861db7a4,tatouage,,,1,2021-07-23 08:46,2021-07-23 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
378,600bd5909eb06b70861db7a5,tatouage,,,1,2021-07-26 08:46,2021-07-26 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
379,600bd5909eb06b70861db7a6,tatouage,,,1,2021-07-27 08:46,2021-07-27 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
380,600bd5909eb06b70861db7a7,tatouage,,,1,2021-07-28 08:46,2021-07-28 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
381,600bd5909eb06b70861db7a8,tatouage,,,1,2021-07-29 08:46,2021-07-29 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
382,600bd5909eb06b70861db7a9,tatouage,,,1,2021-07-30 08:46,2021-07-30 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
383,600bd5909eb06b70861db7aa,tatouage,,,1,2021-08-02 08:46,2021-08-02 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
384,600bd5909eb06b70861db7ab,tatouage,,,1,2021-08-03 08:46,2021-08-03 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
385,600bd5909eb06b70861db7ac,tatouage,,,1,2021-08-04 08:46,2021-08-04 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
386,600bd5909eb06b70861db7ad,tatouage,,,1,2021-08-05 08:46,2021-08-05 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
387,600bd5909eb06b70861db7ae,tatouage,,,1,2021-08-06 08:46,2021-08-06 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
388,600bd5909eb06b70861db7af,tatouage,,,1,2021-08-09 08:46,2021-08-09 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
389,600bd5909eb06b70861db7b0,tatouage,,,1,2021-08-10 08:46,2021-08-10 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
390,600bd5909eb06b70861db7b1,tatouage,,,1,2021-08-11 08:46,2021-08-11 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
391,600bd5909eb06b70861db7b2,tatouage,,,1,2021-08-12 08:46,2021-08-12 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
392,600bd5909eb06b70861db7b3,tatouage,,,1,2021-08-13 08:46,2021-08-13 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
393,600bd5909eb06b70861db7b4,tatouage,,,1,2021-08-16 08:46,2021-08-16 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
394,600bd5909eb06b70861db7b5,tatouage,,,1,2021-08-17 08:46,2021-08-17 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
395,600bd5909eb06b70861db7b6,tatouage,,,1,2021-08-18 08:46,2021-08-18 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
396,600bd5909eb06b70861db7b7,tatouage,,,1,2021-08-19 08:46,2021-08-19 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
397,600bd5909eb06b70861db7b8,tatouage,,,1,2021-08-20 08:46,2021-08-20 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
398,600bd5909eb06b70861db7b9,tatouage,,,1,2021-08-23 08:46,2021-08-23 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
399,600bd5909eb06b70861db7ba,tatouage,,,1,2021-08-24 08:46,2021-08-24 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
400,600bd5909eb06b70861db7bb,tatouage,,,1,2021-08-25 08:46,2021-08-25 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
401,600bd5909eb06b70861db7bc,tatouage,,,1,2021-08-26 08:46,2021-08-26 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
402,600bd5909eb06b70861db7bd,tatouage,,,1,2021-08-27 08:46,2021-08-27 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
403,600bd5909eb06b70861db7be,tatouage,,,1,2021-08-30 08:46,2021-08-30 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
404,600bd5909eb06b70861db7bf,tatouage,,,1,2021-08-31 08:46,2021-08-31 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
405,600bd5909eb06b70861db7c0,tatouage,,,1,2021-09-01 08:46,2021-09-01 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
406,600bd5909eb06b70861db7c1,tatouage,,,1,2021-09-02 08:46,2021-09-02 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
407,600bd5909eb06b70861db7c2,tatouage,,,1,2021-09-03 08:46,2021-09-03 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
408,600bd5909eb06b70861db7c3,tatouage,,,1,2021-09-06 08:46,2021-09-06 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
409,600bd5909eb06b70861db7c4,tatouage,,,1,2021-09-07 08:46,2021-09-07 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
410,600bd5909eb06b70861db7c5,tatouage,,,1,2021-09-08 08:46,2021-09-08 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
411,600bd5909eb06b70861db7c6,tatouage,,,1,2021-09-09 08:46,2021-09-09 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
412,600bd5909eb06b70861db7c7,tatouage,,,1,2021-09-10 08:46,2021-09-10 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
413,600bd5909eb06b70861db7c8,tatouage,,,1,2021-09-13 08:46,2021-09-13 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
414,600bd5909eb06b70861db7c9,tatouage,,,1,2021-09-14 08:46,2021-09-14 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
415,600bd5909eb06b70861db7ca,tatouage,,,1,2021-09-15 08:46,2021-09-15 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
416,600bd5909eb06b70861db7cb,tatouage,,,1,2021-09-16 08:46,2021-09-16 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
417,600bd5909eb06b70861db7cc,tatouage,,,1,2021-09-17 08:46,2021-09-17 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
418,600bd5909eb06b70861db7cd,tatouage,,,1,2021-09-20 08:46,2021-09-20 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
419,600bd5909eb06b70861db7ce,tatouage,,,1,2021-09-21 08:46,2021-09-21 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
420,600bd5909eb06b70861db7cf,tatouage,,,1,2021-09-22 08:46,2021-09-22 13:46,600bd47a87a2df7a6734aba8,2021-01-23 08:51,2021-01-23 08:51,PRIVATE,CREATED,WORKDAYS,TUESDAY,11,1,0,1,
